88,52,PDL,Pfizer,3686,22116,2021-02-12,2021-04-07
89,52,PDL,Moderna,765,7650,2021-02-12,2021-04-07
90,53,BRE,Pfizer,4669,28014,2021-02-12,2021-04-07
91,53,BRE,AstraZeneca,1515,15150,2021-02-12,2021-04-07
92,53,BRE,Moderna,672,6720,2021-02-12,2021-04-07
93,75,NAQ,Pfizer,6369,38214,2021-02-12,2021-04-07
94,75,NAQ,AstraZeneca,3290,32900,2021-02-12,2021-04-07
95,75,NAQ,Moderna,1460,14600,2021-02-12,2021-04-07
96,76,OCC,AstraZeneca,4632,46320,2021-02-12,2021-04-07
97,76,OCC,Pfizer,6704,40224,2021-02-12,2021-04-07
98,76,OCC,Moderna,993,9930,2021-02-12,2021-04-07
99,84,ARA,Moderna,1658,16580,2021-02-12,2021-04-07
100,84,ARA,AstraZeneca,4944,49440,2021-02-12,2021-04-07
101,84,ARA,Pfizer,7958,47748,2021-02-12,2021-04-07
102,93,PAC,AstraZeneca,4045,40450,2021-02-12,2021-04-07
103,93,PAC,Pfizer,2357,14142,2021-02-12,2021-04-07
104,93,PAC,Moderna,1350,13500,2021-02-12,2021-04-07
105,94,COR,Pfizer,640,3840,2021-02-12,2021-04-07
106,94,COR,AstraZeneca,212,2120,2021-02-12,2021-04-07
107,94,COR,Moderna,78,780,2021-02-12,2021-04-07
108,1,GDP,AstraZeneca,140,1400,2021-02-17,2021-04-07
109,1,GDP,Pfizer,1753,10518,2021-02-17,2021-04-07
110,2,MAR,Pfizer,1350,8100,2021-02-17,2021-04-07
111,2,MAR,AstraZeneca,140,1400,2021-02-17,2021-04-07
112,3,GUY,Pfizer,771,4626,2021-02-17,2021-04-07
113,11,IDF,Pfizer,5566,33396,2021-02-17,2021-04-07
114,11,IDF,AstraZeneca,2073,20730,2021-02-17,2021-04-07
115,11,IDF,Moderna,260,2600,2021-02-17,2021-04-07
116,24,CVL,Pfizer,3854,23124,2021-02-17,2021-04-07
117,24,CVL,AstraZeneca,1064,10640,2021-02-17,2021-04-07
118,24,CVL,Moderna,459,4590,2021-02-17,2021-04-07
119,27,BFC,Pfizer,4984,29904,2021-02-17,2021-04-07
120,27,BFC,Moderna,1218,12180,2021-02-17,2021-04-07
121,27,BFC,AstraZeneca,1838,18380,2021-02-17,2021-04-07
122,28,NOR,Moderna,406,4060,2021-02-17,2021-04-07
123,28,NOR,Pfizer,1988,11928,2021-02-17,2021-04-07
124,28,NOR,AstraZeneca,1291,12910,2021-02-17,2021-04-07
125,32,HDF,Pfizer,10204,61224,2021-02-17,2021-04-07
126,32,HDF,AstraZeneca,2827,28270,2021-02-17,2021-04-07
127,32,HDF,Moderna,807,8070,2021-02-17,2021-04-07
128,44,GES,Pfizer,6583,39498,2021-02-17,2021-04-07
129,44,GES,AstraZeneca,1976,19760,2021-02-17,2021-04-07
130,44,GES,Moderna,2674,26740,2021-02-17,2021-04-07
131,52,PDL,AstraZeneca,1519,15190,2021-02-17,2021-04-07
132,52,PDL,Pfizer,3686,22116,2021-02-17,2021-04-07
133,52,PDL,Moderna,765,7650,2021-02-17,2021-04-07
134,53,BRE,Pfizer,4669,28014,2021-02-17,2021-04-07
135,53,BRE,AstraZeneca,1515,15150,2021-02-17,2021-04-07
136,53,BRE,Moderna,672,6720,2021-02-17,2021-04-07
137,75,NAQ,Pfizer,6369,38214,2021-02-17,2021-04-07
138,75,NAQ,AstraZeneca,3290,32900,2021-02-17,2021-04-07
139,75,NAQ,Moderna,1460,14600,2021-02-17,2021-04-07
140,76,OCC,AstraZeneca,4632,46320,2021-02-17,2021-04-07
141,76,OCC,Pfizer,6704,40224,2021-02-17,2021-04-07
142,76,OCC,Moderna,993,9930,2021-02-17,2021-04-07
143,84,ARA,Moderna,1658,16580,2021-02-17,2021-04-07
144,84,ARA,AstraZeneca,4944,49440,2021-02-17,2021-04-07
145,84,ARA,Pfizer,7958,47748,2021-02-17,2021-04-07
146,93,PAC,AstraZeneca,4045,40450,2021-02-17,2021-04-07
147,93,PAC,Pfizer,2357,14142,2021-02-17,2021-04-07
148,93,PAC,Moderna,1350,13500,2021-02-17,2021-04-07
149,94,COR,Pfizer,640,3840,2021-02-17,2021-04-07
150,94,COR,AstraZeneca,212,2120,2021-02-17,2021-04-07
151,94,COR,Moderna,78,780,2021-02-17,2021-04-07
152,1,GDP,AstraZeneca,310,3100,2021-02-26,2021-04-07
153,1,GDP,Pfizer,1727,10362,2021-02-26,2021-04-07
154,2,MAR,Pfizer,1336,8016,2021-02-26,2021-04-07
155,2,MAR,AstraZeneca,300,3000,2021-02-26,2021-04-07
156,3,GUY,Pfizer,818,4908,2021-02-26,2021-04-07
157,11,IDF,Pfizer,14363,86178,2021-02-26,2021-04-07
158,11,IDF,AstraZeneca,2367,23670,2021-02-26,2021-04-07
159,11,IDF,Moderna,8,80,2021-02-26,2021-04-07
160,24,CVL,Pfizer,2778,16668,2021-02-26,2021-04-07
161,24,CVL,Moderna,205,2050,2021-02-26,2021-04-07
162,24,CVL,AstraZeneca,882,8820,2021-02-26,2021-04-07
163,27,BFC,Moderna,436,4360,2021-02-26,2021-04-07
164,27,BFC,AstraZeneca,1114,11140,2021-02-26,2021-04-07
165,27,BFC,Pfizer,6306,37836,2021-02-26,2021-04-07
166,28,NOR,Moderna,107,1070,2021-02-26,2021-04-07
167,28,NOR,AstraZeneca,421,4210,2021-02-26,2021-04-07
168,28,NOR,Pfizer,4937,29622,2021-02-26,2021-04-07
169,32,HDF,AstraZeneca,1081,10810,2021-02-26,2021-04-07
170,32,HDF,Pfizer,8268,49608,2021-02-26,2021-04-07
171,32,HDF,Moderna,560,5600,2021-02-26,2021-04-07
172,44,GES,Pfizer,12726,76356,2021-02-26,2021-04-07
173,44,GES,AstraZeneca,1550,15500,2021-02-26,2021-04-07
174,44,GES,Moderna,1380,13800,2021-02-26,2021-04-07
175,52,PDL,Moderna,270,2700,2021-02-26,2021-04-07
176,52,PDL,Pfizer,6222,37332,2021-02-26,2021-04-07
177,52,PDL,AstraZeneca,1077,10770,2021-02-26,2021-04-07
178,53,BRE,AstraZeneca,742,7420,2021-02-26,2021-04-07
179,53,BRE,Moderna,353,3530,2021-02-26,2021-04-07
180,53,BRE,Pfizer,6218,37308,2021-02-26,2021-04-07
181,75,NAQ,Pfizer,9937,59622,2021-02-26,2021-04-07
182,75,NAQ,Moderna,934,9340,2021-02-26,2021-04-07
183,75,NAQ,AstraZeneca,1822,18220,2021-02-26,2021-04-07
184,76,OCC,Pfizer,11274,67644,2021-02-26,2021-04-07
185,76,OCC,Moderna,675,6750,2021-02-26,2021-04-07
186,76,OCC,AstraZeneca,3478,34780,2021-02-26,2021-04-07
187,84,ARA,Moderna,1163,11630,2021-02-26,2021-04-07
188,84,ARA,AstraZeneca,3240,32400,2021-02-26,2021-04-07
189,84,ARA,Pfizer,11689,70134,2021-02-26,2021-04-07
190,93,PAC,Pfizer,6215,37290,2021-02-26,2021-04-07
191,93,PAC,AstraZeneca,4336,43360,2021-02-26,2021-04-07
192,93,PAC,Moderna,114,1140,2021-02-26,2021-04-07
193,94,COR,Moderna,0,0,2021-02-26,2021-04-07
194,94,COR,AstraZeneca,62,620,2021-02-26,2021-04-07
195,94,COR,Pfizer,1072,6432,2021-02-26,2021-04-07
196,1,GDP,AstraZeneca,308,3080,2021-03-08,2021-04-07
197,1,GDP,Pfizer,1682,10092,2021-03-08,2021-04-07
198,2,MAR,Pfizer,2183,13098,2021-03-08,2021-04-07
199,2,MAR,AstraZeneca,228,2280,2021-03-08,2021-04-07
200,3,GUY,Pfizer,628,3768,2021-03-08,2021-04-07
201,11,IDF,AstraZeneca,423,4230,2021-03-08,2021-04-07
202,11,IDF,Pfizer,8516,51096,2021-03-08,2021-04-07
203,11,IDF,Moderna,1729,17290,2021-03-08,2021-04-07
204,24,CVL,Moderna,1192,11920,2021-03-08,2021-04-07
205,24,CVL,Pfizer,3907,23442,2021-03-08,2021-04-07
206,24,CVL,AstraZeneca,811,8110,2021-03-08,2021-04-07
207,27,BFC,Moderna,1066,10660,2021-03-08,2021-04-07
208,27,BFC,Pfizer,5682,34092,2021-03-08,2021-04-07
209,27,BFC,AstraZeneca,380,3800,2021-03-08,2021-04-07
210,28,NOR,Moderna,1105,11050,2021-03-08,2021-04-07
211,28,NOR,AstraZeneca,1065,10650,2021-03-08,2021-04-07
212,28,NOR,Pfizer,4467,26802,2021-03-08,2021-04-07
213,32,HDF,AstraZeneca,571,5710,2021-03-08,2021-04-07
214,32,HDF,Moderna,1620,16200,2021-03-08,2021-04-07
215,32,HDF,Pfizer,7966,47796,2021-03-08,2021-04-07
216,44,GES,AstraZeneca,909,9090,2021-03-08,2021-04-07
217,44,GES,Pfizer,12501,75006,2021-03-08,2021-04-07
218,44,GES,Moderna,2657,26570,2021-03-08,2021-04-07
219,52,PDL,AstraZeneca,712,7120,2021-03-08,2021-04-07
220,52,PDL,Moderna,1664,16640,2021-03-08,2021-04-07
221,52,PDL,Pfizer,7452,44712,2021-03-08,2021-04-07
222,53,BRE,Moderna,1706,17060,2021-03-08,2021-04-07
223,53,BRE,AstraZeneca,423,4230,2021-03-08,2021-04-07
224,53,BRE,Pfizer,5305,31830,2021-03-08,2021-04-07
225,75,NAQ,Moderna,2752,27520,2021-03-08,2021-04-07
226,75,NAQ,AstraZeneca,617,6170,2021-03-08,2021-04-07
227,75,NAQ,Pfizer,9842,59052,2021-03-08,2021-04-07
228,76,OCC,Moderna,2160,21600,2021-03-08,2021-04-07
229,76,OCC,AstraZeneca,490,4900,2021-03-08,2021-04-07
230,76,OCC,Pfizer,10822,64932,2021-03-08,2021-04-07
231,84,ARA,AstraZeneca,458,4580,2021-03-08,2021-04-07
232,84,ARA,Pfizer,10322,61932,2021-03-08,2021-04-07
233,84,ARA,Moderna,3360,33600,2021-03-08,2021-04-07
234,93,PAC,AstraZeneca,2273,22730,2021-03-08,2021-04-07
235,93,PAC,Pfizer,6996,41976,2021-03-08,2021-04-07
236,93,PAC,Moderna,1565,15650,2021-03-08,2021-04-07
237,94,COR,AstraZeneca,111,1110,2021-03-08,2021-04-07
238,94,COR,Pfizer,808,4848,2021-03-08,2021-04-07
239,94,COR,Moderna,120,1200,2021-03-08,2021-04-07
240,1,GDP,AstraZeneca,355,3550,2021-03-19,2021-04-07
241,1,GDP,Pfizer,2124,12744,2021-03-19,2021-04-07
242,1,GDP,Moderna,120,1200,2021-03-19,2021-04-07
243,2,MAR,AstraZeneca,138,1380,2021-03-19,2021-04-07
244,2,MAR,Pfizer,2028,12168,2021-03-19,2021-04-07
245,3,GUY,Pfizer,586,3516,2021-03-19,2021-04-07
246,11,IDF,Pfizer,13644,81864,2021-03-19,2021-04-07
247,11,IDF,AstraZeneca,66,660,2021-03-19,2021-04-07
248,11,IDF,Moderna,2323,23230,2021-03-19,2021-04-07
249,24,CVL,Pfizer,4669,28014,2021-03-19,2021-04-07
250,24,CVL,Moderna,1805,18050,2021-03-19,2021-04-07
251,24,CVL,AstraZeneca,383,3830,2021-03-19,2021-04-07
252,27,BFC,Pfizer,3448,20688,2021-03-19,2021-04-07
253,27,BFC,Moderna,1065,10650,2021-03-19,2021-04-07
254,27,BFC,AstraZeneca,29,290,2021-03-19,2021-04-07
255,28,NOR,AstraZeneca,502,5020,2021-03-19,2021-04-07
256,28,NOR,Pfizer,3125,18750,2021-03-19,2021-04-07
257,28,NOR,Moderna,1529,15290,2021-03-19,2021-04-07
258,32,HDF,Moderna,1625,16250,2021-03-19,2021-04-07
259,32,HDF,Pfizer,4741,28446,2021-03-19,2021-04-07
260,32,HDF,AstraZeneca,178,1780,2021-03-19,2021-04-07
261,44,GES,AstraZeneca,539,5390,2021-03-19,2021-04-07
262,44,GES,Pfizer,11337,68022,2021-03-19,2021-04-07
263,44,GES,Moderna,3098,30980,2021-03-19,2021-04-07
264,52,PDL,Moderna,2266,22660,2021-03-19,2021-04-07
265,52,PDL,AstraZeneca,201,2010,2021-03-19,2021-04-07
266,52,PDL,Pfizer,9952,59712,2021-03-19,2021-04-07
267,53,BRE,AstraZeneca,41,410,2021-03-19,2021-04-07
268,53,BRE,Moderna,2489,24890,2021-03-19,2021-04-07
269,53,BRE,Pfizer,6377,38262,2021-03-19,2021-04-07
270,75,NAQ,AstraZeneca,284,2840,2021-03-19,2021-04-07
271,75,NAQ,Moderna,4413,44130,2021-03-19,2021-04-07
272,75,NAQ,Pfizer,11257,67542,2021-03-19,2021-04-07
273,76,OCC,AstraZeneca,131,1310,2021-03-19,2021-04-07
274,76,OCC,Moderna,3007,30070,2021-03-19,2021-04-07
275,76,OCC,Pfizer,14375,86250,2021-03-19,2021-04-07
276,84,ARA,Pfizer,14182,85092,2021-03-19,2021-04-07
277,84,ARA,Moderna,4522,45220,2021-03-19,2021-04-07
278,84,ARA,AstraZeneca,234,2340,2021-03-19,2021-04-07
279,93,PAC,AstraZeneca,526,5260,2021-03-19,2021-04-07
280,93,PAC,Pfizer,7993,47958,2021-03-19,2021-04-07
281,93,PAC,Moderna,2517,25170,2021-03-19,2021-04-07
282,94,COR,Moderna,0,0,2021-03-19,2021-04-07
283,94,COR,Pfizer,920,5520,2021-03-19,2021-04-07
284,94,COR,AstraZeneca,26,260,2021-03-19,2021-04-07
285,1,GDP,Pfizer,1656,9936,2021-03-26,2021-04-07
286,1,GDP,Moderna,120,1200,2021-03-26,2021-04-07
287,1,GDP,AstraZeneca,103,1030,2021-03-26,2021-04-07
288,2,MAR,Pfizer,3274,19644,2021-03-26,2021-04-07
289,2,MAR,AstraZeneca,138,1380,2021-03-26,2021-04-07
290,3,GUY,Pfizer,1582,9492,2021-03-26,2021-04-07
291,11,IDF,AstraZeneca,34,340,2021-03-26,2021-04-07
292,11,IDF,Pfizer,19924,119544,2021-03-26,2021-04-07
293,11,IDF,Moderna,1568,15680,2021-03-26,2021-04-07
294,24,CVL,Moderna,1292,12920,2021-03-26,2021-04-07
295,24,CVL,AstraZeneca,303,3030,2021-03-26,2021-04-07
296,24,CVL,Pfizer,5833,34998,2021-03-26,2021-04-07
297,27,BFC,AstraZeneca,27,270,2021-03-26,2021-04-07
298,27,BFC,Pfizer,5425,32550,2021-03-26,2021-04-07
299,27,BFC,Moderna,669,6690,2021-03-26,2021-04-07
300,28,NOR,Pfizer,6621,39726,2021-03-26,2021-04-07
301,28,NOR,AstraZeneca,424,4240,2021-03-26,2021-04-07
302,28,NOR,Moderna,888,8880,2021-03-26,2021-04-07
303,32,HDF,Pfizer,11896,71376,2021-03-26,2021-04-07
304,32,HDF,AstraZeneca,166,1660,2021-03-26,2021-04-07
305,32,HDF,Moderna,397,3970,2021-03-26,2021-04-07
306,44,GES,Pfizer,13293,79758,2021-03-26,2021-04-07
307,44,GES,AstraZeneca,378,3780,2021-03-26,2021-04-07
308,44,GES,Moderna,2046,20460,2021-03-26,2021-04-07
309,52,PDL,Moderna,1578,15780,2021-03-26,2021-04-07
310,52,PDL,Pfizer,14592,87552,2021-03-26,2021-04-07
311,52,PDL,AstraZeneca,233,2330,2021-03-26,2021-04-07
312,53,BRE,Pfizer,8844,53064,2021-03-26,2021-04-07
313,53,BRE,Moderna,1493,14930,2021-03-26,2021-04-07
314,53,BRE,AstraZeneca,54,540,2021-03-26,2021-04-07
315,75,NAQ,Pfizer,13577,81462,2021-03-26,2021-04-07
316,75,NAQ,Moderna,714,7140,2021-03-26,2021-04-07
317,75,NAQ,AstraZeneca,240,2400,2021-03-26,2021-04-07
318,76,OCC,Moderna,2333,23330,2021-03-26,2021-04-07
319,76,OCC,AstraZeneca,135,1350,2021-03-26,2021-04-07
320,76,OCC,Pfizer,19813,118878,2021-03-26,2021-04-07
321,84,ARA,Moderna,2423,24230,2021-03-26,2021-04-07
322,84,ARA,Pfizer,17592,105552,2021-03-26,2021-04-07
323,84,ARA,AstraZeneca,220,2200,2021-03-26,2021-04-07
324,93,PAC,Pfizer,12191,73146,2021-03-26,2021-04-07
325,93,PAC,AstraZeneca,502,5020,2021-03-26,2021-04-07
326,93,PAC,Moderna,1313,13130,2021-03-26,2021-04-07
327,94,COR,Moderna,0,0,2021-03-26,2021-04-07
328,94,COR,Pfizer,1292,7752,2021-03-26,2021-04-07
329,94,COR,AstraZeneca,23,230,2021-03-26,2021-04-07
330,1,GDP,Moderna,18,180,2021-03-31,2021-04-07
331,1,GDP,AstraZeneca,257,2570,2021-03-31,2021-04-07
332,1,GDP,Pfizer,2301,13806,2021-03-31,2021-04-07
333,2,MAR,AstraZeneca,138,1380,2021-03-31,2021-04-07
334,2,MAR,Pfizer,3457,20742,2021-03-31,2021-04-07
335,3,GUY,Pfizer,1200,7200,2021-03-31,2021-04-07
336,11,IDF,AstraZeneca,44,440,2021-03-31,2021-04-07
337,11,IDF,Pfizer,15022,90132,2021-03-31,2021-04-07
338,11,IDF,Moderna,2538,25380,2021-03-31,2021-04-07
339,24,CVL,AstraZeneca,270,2700,2021-03-31,2021-04-07
340,24,CVL,Pfizer,5058,30348,2021-03-31,2021-04-07
341,24,CVL,Moderna,1485,14850,2021-03-31,2021-04-07
342,27,BFC,AstraZeneca,124,1240,2021-03-31,2021-04-07
343,27,BFC,Pfizer,5944,35664,2021-03-31,2021-04-07
344,27,BFC,Moderna,741,7410,2021-03-31,2021-04-07
345,28,NOR,Moderna,1055,10550,2021-03-31,2021-04-07
346,28,NOR,AstraZeneca,424,4240,2021-03-31,2021-04-07
347,28,NOR,Pfizer,5395,32370,2021-03-31,2021-04-07
348,32,HDF,AstraZeneca,164,1640,2021-03-31,2021-04-07
349,32,HDF,Moderna,1037,10370,2021-03-31,2021-04-07
350,32,HDF,Pfizer,12043,72258,2021-03-31,2021-04-07
351,44,GES,Pfizer,4189,25134,2021-03-31,2021-04-07
352,44,GES,AstraZeneca,372,3720,2021-03-31,2021-04-07
353,44,GES,Moderna,2532,25320,2021-03-31,2021-04-07
354,52,PDL,Moderna,1041,10410,2021-03-31,2021-04-07
355,52,PDL,Pfizer,8338,50028,2021-03-31,2021-04-07
356,52,PDL,AstraZeneca,61,610,2021-03-31,2021-04-07
357,53,BRE,AstraZeneca,54,540,2021-03-31,2021-04-07
358,53,BRE,Moderna,1772,17720,2021-03-31,2021-04-07
359,53,BRE,Pfizer,7325,43950,2021-03-31,2021-04-07
360,75,NAQ,AstraZeneca,284,2840,2021-03-31,2021-04-07
361,75,NAQ,Pfizer,14567,87402,2021-03-31,2021-04-07
362,75,NAQ,Moderna,1890,18900,2021-03-31,2021-04-07
363,76,OCC,Moderna,2512,25120,2021-03-31,2021-04-07
364,76,OCC,Pfizer,11870,71220,2021-03-31,2021-04-07
365,76,OCC,AstraZeneca,118,1180,2021-03-31,2021-04-07
366,84,ARA,AstraZeneca,214,2140,2021-03-31,2021-04-07
367,84,ARA,Moderna,2896,28960,2021-03-31,2021-04-07
368,84,ARA,Pfizer,13103,78618,2021-03-31,2021-04-07
369,93,PAC,AstraZeneca,468,4680,2021-03-31,2021-04-07
370,93,PAC,Pfizer,13688,82128,2021-03-31,2021-04-07
371,93,PAC,Moderna,2000,20000,2021-03-31,2021-04-07
372,94,COR,Pfizer,1989,11934,2021-03-31,2021-04-07
373,94,COR,Moderna,0,0,2021-03-31,2021-04-07
374,94,COR,AstraZeneca,22,220,2021-03-31,2021-04-07
375,1,GDP,Pfizer,2095,12570,2021-04-02,2021-04-07
376,1,GDP,AstraZeneca,261,2610,2021-04-02,2021-04-07
377,1,GDP,Moderna,138,1380,2021-04-02,2021-04-07
378,2,MAR,Pfizer,2918,17508,2021-04-02,2021-04-07
379,2,MAR,AstraZeneca,0,0,2021-04-02,2021-04-07
380,3,GUY,Pfizer,1535,9210,2021-04-02,2021-04-07
381,11,IDF,AstraZeneca,49,490,2021-04-02,2021-04-07
382,11,IDF,Pfizer,25232,151392,2021-04-02,2021-04-07
383,11,IDF,Moderna,4986,49860,2021-04-02,2021-04-07
384,24,CVL,Pfizer,4457,26742,2021-04-02,2021-04-07
385,24,CVL,AstraZeneca,274,2740,2021-04-02,2021-04-07
386,24,CVL,Moderna,2311,23110,2021-04-02,2021-04-07
387,27,BFC,Pfizer,4172,25032,2021-04-02,2021-04-07
388,27,BFC,Moderna,3526,35260,2021-04-02,2021-04-07
389,27,BFC,AstraZeneca,124,1240,2021-04-02,2021-04-07
390,28,NOR,Moderna,2392,23920,2021-04-02,2021-04-07
391,28,NOR,AstraZeneca,431,4310,2021-04-02,2021-04-07
392,28,NOR,Pfizer,5067,30402,2021-04-02,2021-04-07
393,32,HDF,Moderna,1789,17890,2021-04-02,2021-04-07
394,32,HDF,AstraZeneca,686,6860,2021-04-02,2021-04-07
395,32,HDF,Pfizer,11817,70902,2021-04-02,2021-04-07
396,44,GES,Pfizer,14563,87378,2021-04-02,2021-04-07
397,44,GES,Moderna,4574,45740,2021-04-02,2021-04-07
398,44,GES,AstraZeneca,354,3540,2021-04-02,2021-04-07
399,52,PDL,Pfizer,14165,84990,2021-04-02,2021-04-07
400,52,PDL,AstraZeneca,72,720,2021-04-02,2021-04-07
401,52,PDL,Moderna,3719,37190,2021-04-02,2021-04-07
402,53,BRE,AstraZeneca,53,530,2021-04-02,2021-04-07
403,53,BRE,Moderna,4043,40430,2021-04-02,2021-04-07
404,53,BRE,Pfizer,8987,53922,2021-04-02,2021-04-07
405,75,NAQ,Pfizer,13124,78744,2021-04-02,2021-04-07
406,75,NAQ,AstraZeneca,286,2860,2021-04-02,2021-04-07
407,75,NAQ,Moderna,3145,31450,2021-04-02,2021-04-07
408,76,OCC,AstraZeneca,118,1180,2021-04-02,2021-04-07
409,76,OCC,Pfizer,16315,97890,2021-04-02,2021-04-07
410,76,OCC,Moderna,4912,49120,2021-04-02,2021-04-07
411,84,ARA,Pfizer,19386,116316,2021-04-02,2021-04-07
412,84,ARA,Moderna,6005,60050,2021-04-02,2021-04-07
413,84,ARA,AstraZeneca,209,2090,2021-04-02,2021-04-07
414,93,PAC,AstraZeneca,442,4420,2021-04-02,2021-04-07
